id,date,year,semester,era,kind,sentiment,sentiment_label,emoji,tone_intensity,primary_topic_label,topic_tag_labels,entities,target_short,sender_short,snippet,text_full
4565,2006-09-07,2006,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.4,"Police, public safety & city services","Police, public safety & city services | Housing, landlords & apartment life",Harrisonburg,the Harrisonburg Fire Department,annoyed residents,"A ""we-could-have-actually-been-on-fire"" dart to the Harrisonburg Fire Department, who took over a half-hour to respond to rescue us from the imaginary fire, and then couldn't turn…","A ""we-could-have-actually-been-on-fire"" dart to the Harrisonburg Fire Department, who took over a half-hour to respond to rescue us from the imaginary fire, and then couldn't turn the fire alarm off. From annoyed residents who are still waiting for their knights in shining armor."
4572,2006-09-11,2006,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.38,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety",,the driver,a stunned junior guy,"A ""your-stupidity-amazes-me"" dart to the driver of a silver sedan who, after turning into oncoming traffic on Cantrell Avenue, panicked and drove over the flower-covered median to…","A ""your-stupidity-amazes-me"" dart to the driver of a silver sedan who, after turning into oncoming traffic on Cantrell Avenue, panicked and drove over the flower-covered median to get away. From a stunned junior guy whose day had been pretty mundane until you hopped the curb."
4574,2006-09-14,2006,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.37,"Campus edge, construction & expansion","Housing, landlords & apartment life | Local businesses & restaurants | Downtown, arts & events | Campus edge, construction & expansion",Downtown Harrisonburg,the big group,a financially challenged grad student,"A ""your-meal-plan-doesn't-pay-my-rent"" dart to the big group of freshmen I waited on at a classy downtown restaurant. From a financially challenged grad student who wants you to r…","A ""your-meal-plan-doesn't-pay-my-rent"" dart to the big group of freshmen I waited on at a classy downtown restaurant. From a financially challenged grad student who wants you to remember to tip your server when you venture off campus to eat dinner."
4584,2006-09-18,2006,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.4,Other town-gown moments,,,the promoters,an angry senior,"A ""did-you-think-this-would-help"" dart to the promoters of the new ""Jackass"" movie for including stink bombs in the promotion packages they gave away at Rocktown Grill. From an an…","A ""did-you-think-this-would-help"" dart to the promoters of the new ""Jackass"" movie for including stink bombs in the promotion packages they gave away at Rocktown Grill. From an angry senior who would love to throw those rotten eggs at your house as a form of poetic justice."
4626,2006-10-12,2006,Fall,2000–2009,PAT,1,pat / praise,👏,0.38,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety | Police, public safety & city services",Harrisonburg,the Harrisonburg County Jail,a junior of legal age,"A ""five-stars-for-hospitality"" pat to the Harrisonburg County Jail, whose scrumptious bed-and-breakfast served on chic metal furniture was well worth the $91 fine. From a junior o…","A ""five-stars-for-hospitality"" pat to the Harrisonburg County Jail, whose scrumptious bed-and-breakfast served on chic metal furniture was well worth the $91 fine. From a junior of legal age who made the right decision to safely walk, instead of drive, home after drinking, and was still arrested."
4654,2006-10-26,2006,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.37,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety",Main Street,the guy,two freshman girls,"A ""my-life-flashed-before-my-eyes"" dart to the guy who gave a two-inch gap as he rode past on his bike on South Main Street. From two freshman girls who have taken to calling bike…","A ""my-life-flashed-before-my-eyes"" dart to the guy who gave a two-inch gap as he rode past on his bike on South Main Street. From two freshman girls who have taken to calling bikers ""the silent killers."""
4648,2006-10-26,2006,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.37,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety | Community service & mutual aid | Civic identity, media & reputation",Harrisonburg,Harrisonburg traffic engineers,a frustrated grad student,"A ""Sim-City-this-is-not"" dart to Harrisonburg traffic engineers who crammed 83 stoplights into our town to cover up the fact that they can't lay out a decent road. From a frustrat…","A ""Sim-City-this-is-not"" dart to Harrisonburg traffic engineers who crammed 83 stoplights into our town to cover up the fact that they can't lay out a decent road. From a frustrated grad student who takes 10 minutes to drive half a mile to school."
4673,2006-11-06,2006,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.43,"Parking, towing & cars","Parking, towing & cars",Harrisonburg,a certain Harrisonburg towing company,a senior,"A ""tow-truck-driven-by-Speedy-Gonzales"" dart to a certain Harrisonburg towing company who locked a car in seven minutes flat. From a senior who loves bailing his mom's car out of…","A ""tow-truck-driven-by-Speedy-Gonzales"" dart to a certain Harrisonburg towing company who locked a car in seven minutes flat. From a senior who loves bailing his mom's car out of impound while she's visiting because you took it with her purse inside, and rewards you with $120 for your super-sweet skills."
4720,2006-12-07,2006,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.37,"Housing, landlords & apartment life","Housing, landlords & apartment life",,everyone,a frustrated senior,"A ""please-wave-to-me-in-my-cardboard-box"" dart to everyone who thinks they don't need to tip at Madison Grill. From a frustrated senior who knows the rent won't get paid with $2.5…","A ""please-wave-to-me-in-my-cardboard-box"" dart to everyone who thinks they don't need to tip at Madison Grill. From a frustrated senior who knows the rent won't get paid with $2.50 an hour and 50-cent tips."
4732,2007-01-16,2007,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.4,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety | Parking, towing & cars",Main Street,the trains,a junior guy,"A ""get-your-rails-out-of-my-face"" dart to the trains that run through Main Street during rush hour. From a junior guy who had to stare at a vacant parking spot for 10 minutes whil…","A ""get-your-rails-out-of-my-face"" dart to the trains that run through Main Street during rush hour. From a junior guy who had to stare at a vacant parking spot for 10 minutes while waiting for the choo-choo roadblock to pass."
4728,2007-01-16,2007,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.42,"Housing, landlords & apartment life","Housing, landlords & apartment life | Neighbors, parties & student behavior",,the drunk guy,a senior girl,"A ""don't-lose-your-ability-to-read"" dart to the drunk guy who banged on my apartment door at 2 a.m. From a senior girl who did not appreciate having to explain to you that, really…","A ""don't-lose-your-ability-to-read"" dart to the drunk guy who banged on my apartment door at 2 a.m. From a senior girl who did not appreciate having to explain to you that, really, you don't live here."
4744,2007-01-22,2007,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.43,"Neighbors, parties & student behavior","Police, public safety & city services | Neighbors, parties & student behavior | Civic identity, media & reputation",Harrisonburg | Harrisonburg Police,the Harrisonburg Police Department,a junior,"A ""thanks-for-declaring-your-priorities"" dart to the Harrisonburg Police Department for spending more time and energy on drunk in public charges than on stopping the rash of burgl…","A ""thanks-for-declaring-your-priorities"" dart to the Harrisonburg Police Department for spending more time and energy on drunk in public charges than on stopping the rash of burglaries and robberies. From a junior who no longer feels safe in this little country town, and expects more from Harrisonburg's finest."
4748,2007-01-25,2007,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.4,"Parking, towing & cars","Parking, towing & cars | Local businesses & restaurants",Harrisonburg,a certain Harrisonburg restaurant,an of-age Duke,"A ""thanks-for-the-free-soda"" dart to a certain Harrisonburg restaurant for not serving my friend at midnight on his 21st birthday. From an of-age Duke who read the ""open 11 a.m. t…","A ""thanks-for-the-free-soda"" dart to a certain Harrisonburg restaurant for not serving my friend at midnight on his 21st birthday. From an of-age Duke who read the ""open 11 a.m. to 2 a.m."" sign on the door while getting the festivities started in your parking lot."
4745,2007-01-25,2007,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.4,"Transit, buses & mobility","Streets, traffic & pedestrian safety | Transit, buses & mobility",Harrisonburg | Port Republic Road | Harrisonburg Transit,the Harrisonburg Department of Public Transportation,a junior,"A ""thanks-for-driving-the-bus-right-past-me"" dart to the Harrisonburg Dept. of Public Transportation for removing the Devon Lane/Port Republic bus stop. From a junior who missed c…","A ""thanks-for-driving-the-bus-right-past-me"" dart to the Harrisonburg Dept. of Public Transportation for removing the Devon Lane/Port Republic bus stop. From a junior who missed class because the bus used to stop there, but no longer does."
